date,headline,desc
2022-07-28 03:40:00,Ukraine Live Briefing: Russia noncommittal on Griner deal; safe passage for grain still being arranged ,"Strikes were reported outside Kyiv and in several other regions. In the south, Ukraine's efforts to retake Kherson gathered steam."
2022-07-28 00:00:00,Analysis | Africa is being pushed to take sides in the Ukraine war,"French President Emmanuel Macron visited Cameroon this week, calling the entire continent out for “hypocrisy."" The leader’s remarks showed a sharp contrast with those of another current visitor to the continent: Russian Foreign Minister Sergey Lavrov. "
2022-07-27 03:26:00,Ukraine Live Briefing: U.S. made ‘substantial proposal’ for release of Griner and Whelan,WNBA player Brittney Griner will face cross-examination. Russia plans to quit the International Space Station. 
2022-07-26 12:04:00,"After Russian port strike, Ukraine grain deal hangs in the balance  ","Saturday’s attack on Odessa drew international condemnation, coming on the heels of an agreement that many hoped would allow for the safe export of grain."
2022-07-26 04:23:00,Ukraine Live Briefing: Russia again targets Black Sea region amid grain deal fears; E.U. plans to ration gas,"Russia targeted the region of Odessa with missiles early Tuesday, Ukrainian authorities said, with attacks also reported on Kharkiv in the north and Mykolaiv in the south."
2022-07-25 08:27:00,U.K. to host 2023 Eurovision on behalf of Ukraine for ‘security’ reasons,The European Broadcasting Union announced that the BBC would host the 2023 Eurovision contest in Britain since it could not be held in Ukraine.
2022-07-25 03:42:00,Ukraine Live Briefing: Kyiv looks to retake occupied southern region; Russia cuts gas flows to Europe,Russian Foreign Minister Sergei Lavrov is in Congo. Ukraine eyes Kherson in a southern counteroffensive. 
2022-07-24 03:41:00,Ukraine Live Briefing: Russia blames West for global food crisis despite blockade on Ukrainian grain,Ukrainian officials want more advanced HIMARs rocket systems. 
2022-07-23 12:47:00,How will the Ukraine grain deal affect the global food crisis?,"If implemented, the deal could help restart Ukraine's grain exports. But an attack on Odessa Saturday immediately cast doubt on Moscow’s commitment to it."
2022-07-23 06:28:00,"Russia attacks Odessa port a day after signing grain deal, Ukraine says","A Ukrainian official called Saturday's attack a “spit in the face” of the United Nations and Turkey, which brokered the grain export deal."
2022-07-23 04:16:00,"Ukraine Live Briefing: Odessa strike ‘undermines’ grain deal, U.S. says; 2 Americans die in Donbas region","Russian missiles have hit the port in Odesa, Ukraine says, just a day after the two countries signed a deal to allow grain exports that had raised hopes of easing the global food shortage."
2022-07-22 10:22:00,Russia and Ukraine agree to release blockaded grain exports  ,"The grain agreement depends on goodwill that is in short supply, resting on Russian assurances it will not attack merchant ships or port facilities involved."
2022-07-22 07:05:00,Russia to ‘run out of steam’ soon in Ukraine: U.K. intelligence chief ,"Richard Moore, the chief of Britain's MI6, also described Russia’s invasion of Ukraine as an “epic fail."""
2022-07-22 03:39:00,Ukraine Live Briefing: Grain deal signed in Turkey; U.S. to send Ukraine more artillery ,The United Nations says a deal Turkey has brokered between Russia and Ukraine will be signed later Friday to allow exports of grain from blockaded Ukrainian ports.
2022-07-22 02:00:00,War narrows the many divides between east and west in Ukraine,"People and businesses have fled the fighting in eastern Ukraine, for the relative security of the nation's west, changing the country economically, culturally and socially. "
2022-07-21 11:08:00,How Russia is laying the groundwork for its annexation of Ukraine,"Moscow has introduced its own passports and currency and is organizing referendums in a race to absorb occupied regions, possibly as early as September."
2022-07-21 10:05:00,"Ukraine’s first lady says her son, once into arts, now wants to be a soldier","Olena Zelenska said her 9-year-old used to love dance, sports and music. Now he wants to learn how to use a rifle."
2022-07-21 03:42:00,"Ukraine live briefing: Moscow, Kyiv reach deal on blocked grain, Turkey says; E.U. raises interest rates to tackle inflation",CIA chief William Burns downplayed rumors about Russian President Vladimir Putin’s health. Moscow’s ambitions may go beyond the eastern Donbas region.
2022-07-20 09:37:00,"Russian tennis star criticizes Ukraine war in rare dissent, comes out as gay","Daria Kasatkina, Russia’s highest-ranked women's tennis player, took a stand on LGBTQ rights and the war in Ukraine in an interview."
2022-07-20 03:31:00,Ukraine live briefing: Russia expands territorial ambitions as U.S. weighs sending fighter jets to Kyiv,"With Ukrainian first lady Olena Zelenska in Washington, the White House warned that Moscow is seeking to annex parts of Ukraine’s east and south."
2022-07-19 03:55:00,Ukraine live briefing: White House warns of Moscow annexation plans; Russia and Ukraine undertake more diplomatic outreach,"Ukraine's first lady, Olena Zelenska, met Jill Biden at the White House as Russian President Vladimir Putin had talks with top Iranian leaders and Turkish President Recep Tayyip Erdogan in Tehran."
2022-07-19 02:00:00,Ukraine’s farmers become the latest target of Russian missiles ,Fires started by Russian airstrikes on their fields and silos are the latest peril that grain farmers face in the Mykolaiv region.
2022-07-18 15:02:00,Russian mother says son detained in Ukraine for refusing to fight,Oksana Plyusnina said Ilya Kaminsky was ignored when he asked to take family leave.
2022-07-18 03:46:00,Ukraine live briefing: Zelensky warns of ‘traitors’ amid high-level shakeup ,"The European Union will discuss tightening sanctions against Russia, including a potential new import ban on Russian gold. "
2022-07-18 03:00:00,Russia sending teachers to Ukraine to control what students learn,The Kremlin is promising teachers big money to “prepare schools” in Ukrainian regions its forces now occupy.
2022-07-16 02:20:00,Russian forces ordered to intensify attacks across Ukraine,"Jake Sullivan said Russian officials had recently visited Iran to examine “weapons-capable drones."""
2022-07-12 02:15:00,"Putin to visit Tehran; Russia, Ukraine to discuss Black Sea ‘grain corridor’","Experts say Tehran’s move to send drones, which a senior White House official disclosed Monday, suggests that Moscow is running out of precision weapons."
2022-07-12 02:00:00,"Within the war between Russia and Ukraine, a war between Chechens","On the Ukraine battlefields, fighters from Chechnya line up for and against Russia, a nation that nearly bombed their homeland into oblivion "
2022-07-10 02:39:00,"Strike on apartment complex in eastern Ukraine kills 15, traps more under rubble","Rescuers pulled six survivors from the debris pile, one after nearly a full day of digging. Officials expected the Chasiv Yar death toll to rise."
2022-07-08 03:01:00,Russia-Ukraine war live updates: U.S. urges end to grain export blockade as Russian shelling continues,The Pentagon announced a new shipment of four multiple-launch rocket systems to Ukraine as part of a $400 million package that also included additional ammunition and other supplies.
2022-07-08 02:00:00,Ukraine grain farmers devastated by Russia’s Black Sea blockade,"Amid rising costs, falling yields and increasing global food supply shortages, many farmers are forced to store their grain"
2022-07-08 00:01:00,Analysis | The West wants to save Ukraine from defeat. But what about victory?,"""All of the alliance is going to stick with Ukraine as long as it takes to, in fact, make sure that they are not defeated,"" President Biden said. But nestled in his statement of commitment is an open question: But what about winning the war?"
2022-07-07 09:00:00,Art of dissent: How Russians protest the war on Ukraine,Russia’s antiwar movement has found creative ways to express dissent despite President Vladimir Putin’s hard line crackdown.
2022-07-06 00:00:00,"Analysis | Far from Ukraine, Sri Lanka is the epicenter of a global crisis","Sri Lanka’s problems are, in many aspects, unique to its situation and self-inflicted. Yet the astonishing collapse of the country is also inextricably linked to a wider, interlocking series of global phenomena."
2022-07-05 07:51:00,NATO signs accession protocols for Finland and Sweden as Ukraine faces shelling in east,"After the signing of the protocols, NATO members must ratify the accession of Sweden and Finland to complete their formal joining of the alliance."
2022-07-04 02:30:00,Ukraine unveils $750 billion recovery plan as Russia sets sights on Donetsk,The loss of Lysychansk means Russia has seized essentially all of Luhansk province and can move its sights toward neighboring Donetsk.
2022-07-03 09:15:00,Russia claims key city in punishing conquest of eastern Ukraine ,"Moscow's claim on Ukraine's last major stronghold in Luhansk signaled a turning point in its assault, but Kyiv said the fight for the east “is not over.”"
2022-07-03 08:00:00,"Wary of China threat, Taiwanese join Ukraine’s fight against Russia","For volunteers from Taiwan, the war in Ukraine is a chance to bring battlefield experience back home — where debate is raging over military readiness."
2022-07-02 02:00:00,Ukraine war’s collateral damage: Britain’s beloved fish and chip shops,"Caught in a price squeeze for both oil and fish, thousands of ""chippy"" shops could go out of business this year in Britain. "
2022-07-01 16:59:00,U.S.-supplied HIMARS changing the calculus on Ukraine’s front lines,Soldiers love system's superior range and accuracy but say that they arrived too slowly and that many more are needed.
